rank,account_name,priority,confidence,why,flags,fit,intent,neglect,arr_num,account_tier,industry,region,owner,source_names,source_arr
208,National Multiple Sclerosis Society,0.061618052268849414,High,"$0 ARR, SMB; strongest signal: page visit ×31 8 days before data cutoff; last contacted 158 days ago",,0.10793006993006994,0.4393912149224162,0.8777777777777778,0.0,SMB,Healthcare,South America,Rep C,National Multiple Sclerosis Society,0
209,charity: water,0.061331417782310486,Medium,"$26,850 ARR, SMB; strongest signal: page visit ×27 172 days before data cutoff",ARR missing — imputed median,0.3890489510489511,0.013301631484439906,0.49444444444444446,26850.0,SMB,Human Services,North America,Rep A,charity: water,
210,Project HOPE,0.06133006993006993,Medium,"$9,750 ARR, SMB; no engagement on record; no rep contact in 883 days",No engagement signals found,0.20443356643356644,0.0,1.0,9750.0,SMB,Healthcare,North America,Rep B,Project HOPE,"9,750"
211,Habitat for Humanity International,0.060929394319172075,High,"$25,150 ARR, SMB; strongest signal: email open ×40 14 days before data cutoff",Merged from duplicate CRM records,0.3386993006993007,0.18556042059124958,0.16666666666666666,25150.0,SMB,Human Services,North America,Rep C,Habitat for Humanity | Habitat for Humanity International,"20,950 | 25,150"
212,The Posse Foundation,0.06011568272268911,High,"$20,050 ARR, SMB; strongest signal: page visit ×22 77 days before data cutoff; last contact unknown",Last contact date missing — neglect set to neutral,0.29883916083916084,0.07309143704058134,0.5,20050.0,SMB,Education,North America,Rep C,The Posse Foundation,"20,050"
213,Code for America,0.05998129748787601,High,"$9,750 ARR, SMB; strongest signal: page visit ×14 12 days before data cutoff",,0.20443356643356644,0.2834319892085668,0.31666666666666665,9750.0,SMB,,North America,Rep D,Code for America,"9,750"
214,Baptist World Aid Australia,0.059922377622377614,Medium,"$16,050 ARR, SMB; no engagement on record; last contacted 135 days ago",No engagement signals found,0.2663216783216783,0.0,0.75,16050.0,SMB,Religious,Europe,Rep D,Baptist World Aid Australia,"16,050"
215,Human Rights Watch,0.05964252356833559,Medium,"$26,850 ARR, SMB; strongest signal: email open ×5 30 days before data cutoff",ARR missing — imputed median,0.3890489510489511,0.06186198753773357,0.36666666666666664,26850.0,SMB,,South America,Rep A,Human Rights Watch,
216,The Metropolitan Museum of Art,0.05872215842792513,High,"$1,250 ARR, SMB; strongest signal: demo request ×3 36 days before data cutoff",,0.12786013986013986,0.5156219324098062,0.3277777777777778,1250.0,SMB,Arts & Culture,North America,Rep C,The Metropolitan Museum of Art,"1,250"
217,DonorsChoose,0.0584979020979021,Medium,"$9,550 ARR, SMB; no engagement on record; no rep contact in 478 days",No engagement signals found,0.194993006993007,0.0,1.0,9550.0,SMB,Education,North America,Rep D,DonorsChoose,"9,550"
218,The New York Community Trust,0.057880839160839144,Medium,"top 30% by revenue ($48,000); no engagement on record",No engagement signals found,0.6809510489510489,0.0,0.2833333333333333,48000.0,Mid-Market,Community Development,North America,Rep A,The New York Community Trust,"48,000"
219,Rotary International,0.05783091964724351,High,"$1,850 ARR, SMB; strongest signal: page visit ×33 37 days before data cutoff; no rep contact in 844 days",,0.12995804195804198,0.2071383609215163,1.0,1850.0,SMB,Community Development,North America,Rep A,Rotary International,"1,850"
220,NetHope,0.057756495736192015,High,"$6,000 ARR, SMB; strongest signal: page visit ×6 37 days before data cutoff; no rep contact in 646 days",,0.151986013986014,0.11430273109121047,1.0,6000.0,SMB,Community Development,Europe,Rep A,NetHope,"6,000"
221,World Relief,0.05724759395471023,High,"$14,050 ARR, SMB; strongest signal: email open ×34 22 days before data cutoff",,0.24744055944055943,0.26860805807535676,0.14444444444444443,14050.0,SMB,Religious,North America,Rep B,World Relief,"14,050"
222,Operation Smile,0.0564123342488349,High,"$10,200 ARR, SMB; strongest signal: email open ×36 36 days before data cutoff",,0.21282517482517482,0.19532980646254305,0.42777777777777776,10200.0,SMB,Healthcare,South America,Rep A,Operation Smile,"10,200"
223,Conservation International,0.05629510489510489,Medium,"$9,200 ARR, SMB; no engagement on record; no rep contact in 439 days",No engagement signals found,0.18765034965034966,0.0,1.0,9200.0,SMB,Environment,South America,Rep D,Conservation International,"9,200"
224,BUILD,0.05472167832167832,Medium,"$9,150 ARR, SMB; no engagement on record; no rep contact in 192 days",No engagement signals found,0.1824055944055944,0.0,1.0,9150.0,SMB,Education,South America,Rep B,BUILD,"9,150"
225,International Justice Mission,0.05346293706293707,Medium,"$8,700 ARR, SMB; no engagement on record; no rep contact in 370 days",No engagement signals found,0.17820979020979022,0.0,1.0,8700.0,SMB,,Europe,Rep A,International Justice Mission,"8,700"
226,StoryCorps,0.05283356643356643,Medium,"$8,500 ARR, SMB; no engagement on record; no rep contact in 268 days",No engagement signals found,0.1761118881118881,0.0,1.0,8500.0,SMB,Arts & Culture,Europe,Rep D,StoryCorps,"8,500"
227,Local Initiatives Support Corporation,0.05171916935148791,High,"$6,250 ARR, SMB; strongest signal: webinar attendance ×8 29 days before data cutoff",,0.15513286713286714,0.38817087501477504,0.20555555555555555,6250.0,SMB,Community Development,North America,Rep C,Local Initiatives Support Corporation,"6,250"
228,Rocky Mountain Institute,0.05099238708599602,High,"$7,200 ARR, SMB; strongest signal: page visit ×19 63 days before data cutoff; last contacted 149 days ago",,0.16142657342657343,0.09650374326254209,0.8277777777777777,7200.0,SMB,,Europe,Rep D,Rocky Mountain Institute,"7,200"
229,Poets & Writers,0.05094733682931076,High,"$16,250 ARR, SMB; strongest signal: page visit ×9 15 days before data cutoff",,0.26946853146853145,0.224856187606422,0.10555555555555556,16250.0,SMB,Arts & Culture,North America,Rep B,Poets & Writers,"16,250"
230,Equal Justice Initiative,0.04983961525049611,High,"$18,350 ARR, SMB; strongest signal: demo request ×2 125 days before data cutoff",,0.2831048951048951,0.046733041418630154,0.4777777777777778,18350.0,SMB,,North America,Rep D,Equal Justice Initiative,"18,350"
231,Mental Health America,0.04978321449089843,High,"$30,650 ARR, Mid-Market; strongest signal: page visit ×28 87 days before data cutoff",,0.6075244755244755,0.06230149055684965,0.12777777777777777,30650.0,Mid-Market,Healthcare,North America,Rep C,Mental Health America,"30,650"
232,Grameen Foundation,0.049446837534330046,High,"$11,200 ARR, SMB; strongest signal: content download ×3 72 days before data cutoff; last contact unknown",Last contact date missing — neglect set to neutral,0.22960839160839164,0.09336131394326423,0.5,11200.0,SMB,,North America,Rep C,Grameen Foundation,"11,200"
233,Gary Sinise Foundation,0.04935880678943988,High,"$2,300 ARR, SMB; strongest signal: page visit ×26 11 days before data cutoff",,0.13205594405594406,0.4220551566120401,0.2611111111111111,2300.0,SMB,,Asia Pacific,Rep B,Gary Sinise Foundation,"2,300"
234,Lions Clubs International,0.04919891209442452,High,"$4,800 ARR, SMB; strongest signal: email open ×23 53 days before data cutoff; no rep contact in 194 days",,0.14254545454545456,0.06449347033406493,1.0,4800.0,SMB,Community Development,North America,Rep B,Lions Clubs International,"4,800"
235,Refugees International,0.0466855710955711,Medium,"$29,050 ARR, Mid-Market; no engagement on record",No engagement signals found,0.595986013986014,0.0,0.2611111111111111,29050.0,Mid-Market,International Aid,North America,Rep C,Refugees International,"29,050"
236,Worldreader,0.04639356579806526,High,"$28,950 ARR, Mid-Market; strongest signal: email open ×14 78 days before data cutoff",,0.5928391608391608,0.03084273473270736,0.18888888888888888,28950.0,Mid-Market,Education,Middle East,Rep D,Worldreader,"28,950"
237,Best Friends Animal Society,0.045927272727272726,Medium,"$21,350 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.30618181818181817,0.0,0.5,21350.0,SMB,Animal Welfare,North America,Rep C,Best Friends Animal Society,"21,350"
238,Community Foundation for Greater Atlanta,0.04521678321678321,Medium,"top 10% by revenue ($93,350); no engagement on record",No engagement signals found,0.9043356643356644,0.0,0.16666666666666666,93350.0,Enterprise,Community Development,North America,Rep A,Community Foundation for Greater Atlanta,"93,350"
239,Partners In Health,0.04493329111584332,High,"$0 ARR, Strategic; strongest signal: webinar attendance ×3 89 days before data cutoff",,0.37593006993006994,0.06122713862917223,0.25555555555555554,0.0,Strategic,Healthcare,North America,Rep A,Partners In Health,0
240,Urban Institute,0.044825874125874125,Medium,"$20,050 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.29883916083916084,0.0,0.5,20050.0,SMB,Research,Africa,Rep A,Urban Institute,"20,050"
241,Fisher House Foundation,0.04432270396270395,Medium,"top 30% by revenue ($54,300); no engagement on record",No engagement signals found,0.6998321678321677,0.0,0.2111111111111111,54300.0,Mid-Market,,North America,Rep B,Fisher House Foundation,"54,300"
242,Islamic Relief USA,0.04381582598985277,High,"$9,650 ARR, SMB; strongest signal: email open ×32 8 days before data cutoff",,0.20023776223776224,0.20069380306540077,0.2611111111111111,9650.0,SMB,Religious,South America,Rep C,Islamic Relief USA,"9,650"
243,Independent Sector,0.04114524469889654,High,"$8,200 ARR, SMB; strongest signal: page visit ×19 15 days before data cutoff",,0.17401398601398602,0.2925446447866025,0.10555555555555556,8200.0,SMB,Community Development,North America,Rep D,Independent Sector,"8,200"
244,Brennan Center for Justice,0.040956409491186334,High,"$12,400 ARR, SMB; strongest signal: email open ×35 17 days before data cutoff",,0.23590209790209793,0.16707066308287152,0.18888888888888888,12400.0,SMB,,Asia Pacific,Rep A,Brennan Center for Justice,"12,400"
245,Mennonite Central Committee,0.040246153846153855,Medium,"$2,600 ARR, SMB; no engagement on record; no rep contact in 1036 days",No engagement signals found,0.13415384615384618,0.0,1.0,2600.0,SMB,Religious,Africa,Rep B,Mennonite Central Committee,"2,600"
246,Muslim Aid,0.03963088353618331,High,"$0 ARR, SMB; strongest signal: webinar attendance ×4 76 days before data cutoff; no rep contact in 524 days",,0.10793006993006994,0.09598625906386761,1.0,0.0,SMB,Religious,Asia Pacific,Rep B,Muslim Aid,0
247,People for the Ethical Treatment of Animals,0.03914448826044484,High,"$10,550 ARR, SMB; strongest signal: webinar attendance ×1 56 days before data cutoff",Merged from duplicate CRM records,0.2201678321678322,0.0754197969600709,0.4166666666666667,10550.0,SMB,Animal Welfare,North America,Rep B,PETA | People for the Ethical Treatment of Animals,"8,000 | 10,550"
248,Woods Hole Oceanographic Institution,0.03868759362473972,High,"$4,000 ARR, SMB; strongest signal: email open ×7 22 days before data cutoff; last contacted 129 days ago",,0.14044755244755244,0.08637052154791162,0.7166666666666667,4000.0,SMB,Research,Asia Pacific,Rep C,Woods Hole Oceanographic Institution,"4,000"
249,Wildlife Conservation Society,0.038374825174825176,Medium,"$14,850 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.25583216783216783,0.0,0.5,14850.0,SMB,Environment,North America,Rep A,Wildlife Conservation Society,"14,850"
250,Kiva,0.03778951048951048,Medium,"$0 ARR, Mid-Market; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; Last contact date was in the future — treated as missing; No engagement signals found,0.2519300699300699,0.0,0.5,0.0,Mid-Market,Human Services,North America,Rep A,Kiva,0
251,Médecins du Monde,0.036248946515582525,High,"$0 ARR, SMB; strongest signal: email open ×16 58 days before data cutoff; no rep contact in 236 days",,0.10793006993006994,0.05122265792853451,1.0,0.0,SMB,International Aid,North America,Rep B,Médecins du Monde,0
252,Concern Worldwide,0.03610997668997669,Medium,"$0 ARR, Mid-Market; no engagement on record",No engagement signals found,0.2519300699300699,0.0,0.4777777777777778,0.0,Mid-Market,International Aid,Europe,Rep B,Concern Worldwide,0
253,The Trevor Project,0.03591041144438811,High,"$36,300 ARR, untiered; strongest signal: email open ×31 176 days before data cutoff",Account tier missing or TBD — default weight applied,0.5617482517482517,0.007989759561111032,0.19444444444444445,36300.0,,Healthcare,South America,Rep B,The Trevor Project,"36,300"
254,National Center for Missing & Exploited Children,0.03481071185194737,High,"$9,600 ARR, SMB; strongest signal: email open ×20 74 days before data cutoff; last contacted 90 days ago",,0.1970909090909091,0.03803230783567544,0.5,9600.0,SMB,,North America,Rep D,National Center for Missing & Exploited Children,"9,600"
255,+1-202-555-0147,0.03436792540792541,Medium,"$24,850 ARR, Mid-Market; no engagement on record",No engagement signals found,0.4795524475524475,0.0,0.2388888888888889,24850.0,Mid-Market,Community Development,South America,Rep D,+1-202-555-0147,"24,850"
256,World Animal Protection,0.03425268065268065,Medium,"$19,600 ARR, SMB; no engagement on record",No engagement signals found,0.2935944055944056,0.0,0.3888888888888889,19600.0,SMB,,South America,Rep D,World Animal Protection,"19,600"
257,International Medical Corps,0.032710489510489514,Medium,"$10,450 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.21806993006993008,0.0,0.5,10450.0,SMB,International Aid,South America,Rep D,International Medical Corps,"10,450"
258,National Alliance on Mental Illness,0.03192873564763274,High,"$13,050 ARR, SMB; strongest signal: content download ×9 89 days before data cutoff",Merged from duplicate CRM records,0.24324475524475525,0.1398977580391976,0.1111111111111111,13050.0,SMB,Healthcare,Middle East,Rep B,NAMI | National Alliance on Mental Illness,"9,750 | 13,050"
259,Linux Foundation,0.030884662004662004,Medium,"$37,100 ARR, Mid-Market; no engagement on record",No engagement signals found,0.638993006993007,0.0,0.16111111111111112,37100.0,Mid-Market,,North America,Rep A,Linux Foundation,"37,100"
260,Best Buddies International,0.03088128255825293,High,"$0 ARR, SMB; strongest signal: page visit ×21 26 days before data cutoff",,0.10793006993006994,0.2849377138133652,0.28888888888888886,0.0,SMB,Human Services,North America,Rep D,Best Buddies International,0
261,Internet Society,0.03071142191142191,Medium,"$22,200 ARR, Mid-Market; no engagement on record",No engagement signals found,0.46067132867132865,0.0,0.2222222222222222,22200.0,Mid-Market,,North America,Rep D,Internet Society,"22,200"
262,Norwegian Refugee Council,0.03063403263403263,Medium,"top 10% by revenue ($96,400); no engagement on record",No engagement signals found,0.9190209790209789,0.0,0.1111111111111111,96400.0,Enterprise,International Aid,Asia Pacific,Rep A,Norwegian Refugee Council,"96,400"
263,Polaris,0.029517911724324546,High,"$5,300 ARR, SMB; strongest signal: content download ×5 57 days before data cutoff",,0.14674125874125876,0.13260407316538744,0.3611111111111111,5300.0,SMB,,Middle East,Rep C,Polaris,"5,300"
264,Earthjustice,0.029420232158024275,High,"$0 ARR, SMB; strongest signal: page visit ×6 50 days before data cutoff; last contacted 128 days ago",,0.10793006993006994,0.08464674761943061,0.7111111111111111,0.0,SMB,Environment,Europe,Rep D,Earthjustice,0
265,Danish Refugee Council,0.02463664335664336,Medium,"$31,850 ARR, Mid-Market; no engagement on record",No engagement signals found,0.615916083916084,0.0,0.13333333333333333,31850.0,Mid-Market,International Aid,South America,Rep B,Danish Refugee Council,"31,850"
266,Trust for Public Land,0.023991351981351983,Low,"$26,850 ARR, SMB; no engagement on record",ARR missing — imputed median; No engagement signals found,0.3890489510489511,0.0,0.20555555555555555,26850.0,SMB,,Africa,Rep D,Trust for Public Land,
267,Wounded Warrior Project,0.023899300699300702,Medium,"$6,700 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.15932867132867135,0.0,0.5,6700.0,SMB,,North America,Rep D,Wounded Warrior Project,"6,700"
268,Muscular Dystrophy Association,0.02314582750582751,Medium,"$22,900 ARR, SMB; no engagement on record",No engagement signals found,0.322965034965035,0.0,0.2388888888888889,22900.0,SMB,Healthcare,North America,Rep D,Muscular Dystrophy Association,"22,900"
269,Food for the Hungry,0.022908951048951045,Medium,"$12,850 ARR, SMB; no engagement on record",No engagement signals found,0.24114685314685314,0.0,0.31666666666666665,12850.0,SMB,Religious,North America,Rep A,Food for the Hungry,"12,850"
270,Scripps Research,0.021696503496503497,Medium,"$5,150 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.14464335664335665,0.0,0.5,5150.0,SMB,Research,Europe,Rep C,Scripps Research,"5,150"
271,John F. Kennedy Center for the Performing Arts,0.018656713286713287,Low,"$26,850 ARR, Mid-Market; no engagement on record",ARR missing — imputed median; No engagement signals found,0.5330489510489511,0.0,0.11666666666666667,26850.0,Mid-Market,Arts & Culture,Europe,Rep D,John F. Kennedy Center for the Performing Arts,
272,Council on Foundations,0.016189510489510492,Medium,"$0 ARR, SMB; no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.10793006993006994,0.0,0.5,0.0,SMB,Community Development,North America,Rep D,Council on Foundations,0
273,826 National,0.016081417160708267,High,"$13,550 ARR, SMB; strongest signal: webinar attendance ×5 139 days before data cutoff",,0.24534265734265737,0.029352519422010937,0.15,13550.0,SMB,Education,South America,Rep A,826 National,"13,550"
274,Wikimedia Foundation,0.014931095571095572,Medium,"$17,350 ARR, SMB; no engagement on record",No engagement signals found,0.27995804195804197,0.0,0.17777777777777778,17350.0,SMB,,North America,Rep C,Wikimedia Foundation,"17,350"
275,National Trust for Historic Preservation,0.013983993654035753,High,"$0 ARR, SMB; strongest signal: page visit ×9 85 days before data cutoff",,0.10793006993006994,0.04461711859349913,0.3277777777777778,0.0,SMB,Arts & Culture,North America,Rep C,National Trust for Historic Preservation,0
276,Susan G. Komen,0.013482933509586351,High,"$0 ARR, SMB; strongest signal: content download ×10 77 days before data cutoff",,0.10793006993006994,0.111794568442355,0.15555555555555556,0.0,SMB,Healthcare,Europe,Rep C,Susan G. Komen,0
277,Room to Read,0.013477886472268356,High,"$8,150 ARR, SMB; strongest signal: email open ×40 75 days before data cutoff",,0.17191608391608393,0.04533055368189771,0.15555555555555556,8150.0,SMB,Education,Europe,Rep D,Room to Read,"8,150"
278,CARE,0.01342081514203287,High,"$0 ARR, SMB; strongest signal: page visit ×16 70 days before data cutoff",,0.10793006993006994,0.07763903120297494,0.23333333333333334,0.0,SMB,Human Services,Europe,Rep D,CARE,0
279,Arbor Day Foundation,0.011895198135198133,Medium,"$9,500 ARR, SMB; no engagement on record",No engagement signals found,0.1928951048951049,0.0,0.20555555555555555,9500.0,SMB,,Europe,Rep D,Arbor Day Foundation,"9,500"
280,Special Olympics,0.011887272727272725,Medium,"$7,850 ARR, SMB; no engagement on record",No engagement signals found,0.1698181818181818,0.0,0.23333333333333334,7850.0,SMB,Human Services,North America,Rep D,Special Olympics,"7,850"
281,Meals on Wheels America,0.009526352799139711,High,"$10,200 ARR, SMB; strongest signal: email open ×36 208 days before data cutoff",,0.21282517482517482,0.0020400953637525797,0.14444444444444443,10200.0,SMB,Human Services,North America,Rep D,Meals on Wheels America,"10,200"
282,Winrock International,0.009109230769230769,Medium,"$7,450 ARR, SMB; no engagement on record",No engagement signals found,0.16562237762237764,0.0,0.18333333333333332,7450.0,SMB,International Aid,North America,Rep A,Winrock International,"7,450"
283,Art Institute of Chicago,0.00829248028017307,High,"$0 ARR, SMB; strongest signal: email open ×40 88 days before data cutoff",,0.10793006993006994,0.033569486051026706,0.17777777777777778,0.0,SMB,Arts & Culture,Asia Pacific,Rep A,Art Institute of Chicago,0
284,MAP International,0.007760649550251713,High,"$7,650 ARR, SMB; strongest signal: demo request ×1 205 days before data cutoff",,0.16772027972027972,0.004197215942731369,0.14444444444444443,7650.0,SMB,Religious,Asia Pacific,Rep B,MAP International,"7,650"
285,Covenant House International,0.007555104895104895,Medium,"$0 ARR, SMB; no engagement on record",No engagement signals found,0.10793006993006994,0.0,0.23333333333333334,0.0,SMB,Human Services,North America,Rep C,Covenant House International,0
286,American Heart Association,0.004856853146853147,Medium,"$0 ARR, SMB; no engagement on record",No engagement signals found,0.10793006993006994,0.0,0.15,0.0,SMB,,Asia Pacific,Rep B,American Heart Association,0
